id	text	tag
149.png	San Pablo	O
149.png	noreply@quickbooks.com	O
149.png	INVOICE	O
149.png	BILL TO	O
149.png	INVOICE # 1012	NUMB
149.png	Shara Bamett	O
149.png	DATE 11/08/2019	DATE
149.png	Barnett Design	O
149.png	DUE DATE	O
149.png	2/08/201:	O
149.png	19 Main St	O
149.png	TERMS Net 30	O
149.png	Middlefield, CA 94303	O
149.png	ACTIVITY	O
149.png	DESCRIPTION	O
149.png	QTY	O
149.png	RATE	O
149.png	AMOUNT	O
149.png	Sprinkler Heads	O
149.png	Sprinkler Heads	O
149.png	2.00	O
149.png	30.00	O
149.png	Rock Fountain	O
149.png	Rock Fountain	O
149.png	275.00	O
149.png	275.00	O
149.png	Thankyou for your busiress and have	O
149.png	SUBTOTAL	O
149.png	305.00	O
149.png	DISCOUNT	O
149.png	10%6	O
149.png	30.50	O
149.png	TOTAL	O
149.png	274.50	O
149.png	BALANCE DUE	O
149.png	S274.50	AMOUNT
151.jpg	SHUTTER UP PHOTOGRAPHY	O
151.jpg	WedJim:	O
151.jpg	'uilies_	O
151.jpg	Eveus	O
151.jpg	Invoice	O
151.jpg	Invoice No:	O
151.jpg	INV-4	NUMB
151.jpg	170 Locust Ave_	O
151.jpg	Date:	O
151.jpg	6-8-2018	DATE
151.jpg	New Bedford	O
151.jpg	Terms:	O
151.jpg	NET 0	O
151.jpg	MA 02740	O
151.jpg	Due Date:	O
151.jpg	6-8-2018	O
151.jpg	shutterupephotography.com	O
151.jpg	WWWshutterupphotography.com	O
151.jpg	555-1253	O
151.jpg	Bill To:	O
151.jpg	Raj Winning	O
151.jpg	raj@winning com	O
151.jpg	90 N. Wild Rose Dr:	O
151.jpg	Brandon	O
151.jpg	Description	O
151.jpg	TAX	O
151.jpg	Amount	O
151.jpg	Wedding Package #3	O
151.jpg	800	O
151.jpg	53,999.00	O
151.jpg	Full day coverage by two photographers	O
151.jpg	Unlimited number of photographs taken	O
151.jpg	Engagement photo session up to onehour	O
151.jpg	One	O
151.jpg	"6x24"" stretch canvas"	O
151.jpg	"One 12x18"" flush mounted album"	O
151.jpg	One leather album case	O
151.jpg	All high-resolution photos on USB	O
151.jpg	Subtotal	O
151.jpg	S3,999.00	O
151.jpg	TAX 8%	O
151.jpg	S319.92	O
151.jpg	Total	O
151.jpg	S4,318.92	AMOUNT
151.jpg	Paid	O
151.jpg	So.0o	O
151.jpg	Pay	O
151.jpg	BALANCE DUE	O
151.jpg	S4,318.92	O
151.jpg	InvoiceZgo	O
151.jpg	VISA	O
151.jpg	Comments	O
151.jpg	Thank you for letting me be a part of your beautiful dayl	O
151.jpg	Now	O
155.jpg	[0	O
155.jpg	Epot	O
155.jpg	EATERY	O
155.jpg	INVOICE	O
155.jpg	FROM	O
155.jpg	INVOIcE NUMBER	O
155.jpg	INV-0007	NUMB
155.jpg	ISSUED	O
155.jpg	DUE	O
155.jpg	April 20, 2014	DATE
155.jpg	descRiption	O
155.jpg	QuaNTity	O
155.jpg	UniT Price	O
155.jpg	TaX	O
155.jpg	Amount	O
155.jpg	108	O
155.jpg	220.00	O
155.jpg	320 . 0D	O
155.jpg	Total	O
155.jpg	Salcs Tax 108	O
155.jpg	32 , 00	O
155.jpg	AMOUNT DUE	O
155.jpg	352.00	AMOUNT
155.jpg	AttacHEd documents	O
155.jpg	201=	O
156.jpg	INVOICE	O
157.png	Love & Peonies	O
157.png	OFFICIAL INVOICE	O
157.png	ORDER #	O
157.png	DATE	O
157.png	PAYMENT	O
157.png	123456	NUMB
157.png	25-jan-19	DATE
157.png	VENMO:	O
157.png	+1123 412 12312	O
157.png	PRODUCT	O
157.png	PRICE	O
157.png	QTY	O
157.png	TOTAL	O
157.png	Peonies Special Bouquet 2	O
157.png	96	O
157.png	96	O
157.png	Peonies	O
157.png	20	O
157.png	Dusty Miller	O
157.png	10	O
157.png	Purple Wax Flower	O
157.png	Teddy Bear	O
157.png	Medium	O
157.png	24	O
157.png	24	O
157.png	Deliver to: Maddie Anderson	O
157.png	SUBTOTAL 120	O
157.png	141 Saints Avenue	O
157.png	#02-12	O
157.png	DELIVERY	O
157.png	20	O
157.png	NY 12312	O
157.png	TOTAL PRICE 140	AMOUNT
157.png	Thank you for your	O
157.png	+1123 123 1234	O
157.png	WWipeoniesandlovecom	O
157.png	hi@peoniesandlove com	O
157.png	purchasel	O
158.png	Invoice #123	NUMB
158.png	51,582.60	AMOUNT
160.jpg	Invoice No. INV-19-0053	NUMB
160.jpg	Invoice Date 27/05/2019	DATE
160.jpg	Due Date 10/06/2019	O
160.jpg	A BUILDING	O
160.jpg	COMPANY	O
160.jpg	Issuer	O
160.jpg	Customer	O
160.jpg	Building Company	O
160.jpg	Kate	O
160.jpg	Marlborough Hill	O
160.jpg	Carrow Road	O
160.jpg	Harrow	O
160.jpg	Norwich	O
160.jpg	HAI 1UD	O
160.jpg	NRI 1JE	O
160.jpg	Reg: No:: 123456789	O
160.jpg	VAT No. 333444555	O
160.jpg	Description	O
160.jpg	Quantity	O
160.jpg	Unit	O
160.jpg	Price	O
160.jpg	Amount	O
160.jpg	Floor tiles	O
160.jpg	m2	O
160.jpg	25.00	O
160.jpg	700.00	O
160.jpg	Square Polished Marble Mosaic Tiles	O
160.jpg	298x298mm	O
160.jpg	Wall tiles	O
160.jpg	15.00	O
160.jpg	300.00	O
160.jpg	Marble Effect Tiles	O
160.jpg	600x60Omm	O
160.jpg	Wall tiles	O
160.jpg	20.00	O
160.jpg	200.00	O
160.jpg	White Polished Porcelain	O
160.jpg	G0Ox6oOmm	O
160.jpg	Installing new cabinets	O
160.jpg	hour	O
160.jpg	16.00	O
160.jpg	400.00	O
160.jpg	Tiling	O
160.jpg	hour	O
160.jpg	16.00	O
160.jpg	400.00	O
160.jpg	Subtotal without VAT	O
160.jpg	2,000.00	O
160.jpg	VAT 2096 of 2,000.00	O
160.jpg	400.00	O
160.jpg	CIS Deduction -2096 of 800.00	O
160.jpg	-160.00	O
160.jpg	Total GBP	O
160.jpg	2,240.00	AMOUNT
160.jpg	Building Company	O
160.jpg	Bank: 1234567	O
160.jpg	Co. Reg: No: 123456789	O
160.jpg	Marlborough Hill	O
160.jpg	Harrow	O
160.jpg	HAI IUD IBAN: GB29 NWBK 6016 1331 9268 19	O
160.jpg	Phone	O
160.jpg	234 567 890	O
160.jpg	SWIFT: 112233	O
160.jpg	Email	O
160.jpg	Sort Code: 001122	O
160.jpg	Website	O
160.jpg	abuildingcompany co.uk	O
160.jpg	Account No:: 33445566	O
160.jpg	Account Holder: =	O
160.jpg	Building Company	O
160.jpg	Grey	O
160.jpg	Grey	O
160.jpg	Ultra	O
162.png	Shop address line	O
162.png	Shop address line	O
162.png	Woo COMMERCE	O
162.png	New York	O
162.png	NY 10001	O
162.png	Invoice: INV-000050-2016	NUMB
162.png	Order Date: February 16, 2016	DATE
162.png	Billing Address	O
162.png	Shipping Address	O
162.png	Shipping Method	O
162.png	Tony Stark	O
162.png	Tony Stark	O
162.png	Flat Rate	O
162.png	10880 Malibu Point	O
162.png	10880 Malibu Point	O
162.png	53.99	O
162.png	Malibu,	O
162.png	CA 90265	O
162.png	Malibu	O
162.png	CA 90265	O
162.png	This	O
162.png	Is the header information, can give customers additional order info	O
162.png	SKU	O
162.png	Product	O
162.png	Quantity	O
162.png	Price	O
162.png	ship01211	O
162.png	Ship_Your Idea	O
162.png	S15.00	O
162.png	ship-your-idea-2-	O
162.png	Ship Your Idea	O
162.png	2 1	O
162.png	560 00 $28,50	O
162.png	blue	O
162.png	color: Blue	O
162.png	thx 1138	O
162.png	Woo_Album #3	O
162.png	Subtotal:	O
162.png	584	O
162.png	Discount:	O
162.png	-54,2	O
162.png	Shipping:	O
162.png	53.99 via Flat	O
162.png	Rate	O
162.png	Payment Method:	O
162.png	Credit Card	O
162.png	(Braintree)	O
162.png	Refund: item no longer needed	O
162.png	S28.50	O
162.png	Total:	O
162.png	$55.29	AMOUNT
162.png	Coupon used:	O
162.png	thanks	O
162.png	Customer Details	O
162.png	Email: tony@mailinator com	O
162.png	Phone: 5558675309	O
162.png	This is	O
162.png	customer note	O
162.png	Please make sure my order arrives!	O
162.png	Return policy information,	O
162.png	terms and conditions	O
162.png	This is the footer information (additional shop information,	O
162.png	links_	O
162.png	etc.	O
163.jpg	INVOICE	O
163.jpg	Clieni Name	O
163.jpg	"18 May ""16"	DATE
163.jpg	E2468.00	AMOUNT
167.jpg	Brand Name	O
167.jpg	INVOICE	O
167.jpg	Invoice to: Dwyane Clark	O
167.jpg	Invoice#	O
167.jpg	52148	NUMB
167.jpg	24 Dummy Street Area	O
167.jpg	Date	O
167.jpg	1-2-2020	DATE
167.jpg	Location	O
167.jpg	Lorem Ipsum	O
167.jpg	570xx59x	O
167.jpg	SL_	O
167.jpg	Item Description	O
167.jpg	Price	O
167.jpg	Qty:	O
167.jpg	Total	O
167.jpg	Lorem Ipsum Dolor	O
167.jpg	S5o.00	O
167.jpg	S5o.00	O
167.jpg	Pellentesque id neque ligula	O
167.jpg	S20.00	O
167.jpg	$60.00	O
167.jpg	Interdum	O
167.jpg	et malesuada fames	O
167.jpg	S10.00	O
167.jpg	$20.00	O
167.jpg	Vivamus volutpat faucibus	O
167.jpg	s90.00	O
167.jpg	$90.00	O
167.jpg	Thank you for your business	O
167.jpg	Payment Info:	O
167.jpg	Sub Total:	O
167.jpg	8220.00	O
167.jpg	Account #:	O
167.jpg	1234 5678 9012	O
167.jpg	Tax:	O
167.jpg	0.00%	O
167.jpg	Alc Name:	O
167.jpg	Lorem Ipsum	O
167.jpg	Bank Details:	O
167.jpg	Add your details	O
167.jpg	Total:	O
167.jpg	$220.00	AMOUNT
167.jpg	Terms & Conditions	O
167.jpg	Lorem	O
167.jpg	dolor	O
167.jpg	adlpiscing	O
167.jpg	Authorised Sign	O
167.jpg	0	O
167.jpg	@iz3rf	O
167.jpg	@iz3rf	O
167.jpg	"@iz3r"""	O
167.jpg	01z3	O
174.jpg	Invoice to:	O
174.jpg	INVOICE	O
174.jpg	Dwyane Clark	O
174.jpg	24 Dummmy Street Arer	O
174.jpg	Invoice#	O
174.jpg	52148	NUMB
174.jpg	Location	O
174.jpg	Date	O
174.jpg	1-feb	DATE
174.jpg	2020	DATE
174.jpg	570xx59x	O
174.jpg	Item Description	O
174.jpg	Price	O
174.jpg	Qty:	O
174.jpg	Total	O
174.jpg	Lorem Ipsum Dolor	O
174.jpg	$50.00	O
174.jpg	Pellentesque Id neque Iigula	O
174.jpg	520.00	O
174.jpg	560.00	O
174.jpg	Interdum et malesuada fames	O
174.jpg	510.00	O
174.jpg	520.00	O
174.jpg	Vivamus volutpat faucibus	O
174.jpg	s90.00	O
174.jpg	590.00	O
174.jpg	Thank you	O
174.jpg	Vout	O
174.jpg	business	O
174.jpg	Sub Total:	O
174.jpg	5220.00	AMOUNT
174.jpg	Tax:	O
174.jpg	0.007	O
174.jpg	Paymen	O
174.jpg	Lorcm Ipsum	O
174.jpg	Terms	O
174.jpg	Conditions	O
174.jpg	Fusce	O
174.jpg	Authorised Sign	O
174.jpg	VectorStock	O
174.jpg	VectorStock com/21258477	O
174.jpg	Into	O
176.jpg	Invoice to:	O
176.jpg	Dwyane Clark	O
176.jpg	INVOICE	O
176.jpg	24 Dummy Street Area,	O
176.jpg	Location	O
176.jpg	Lorem Ipsum	O
176.jpg	570xx59x	O
176.jpg	Brand Name	O
176.jpg	Invoice#	O
176.jpg	52148	NUMB
176.jpg	Tagline Space HERE	O
176.jpg	Date	O
176.jpg	1-feb	DATE
176.jpg	2020	O
176.jpg	SL.	O
176.jpg	Item Description	O
176.jpg	Price	O
176.jpg	Qty	O
176.jpg	Total	O
176.jpg	Lorem Ipsum Dolor	O
176.jpg	$50.00	O
176.jpg	S50.00	O
176.jpg	Pellentesque id neque ligula	O
176.jpg	520.00	O
176.jpg	560.00	O
176.jpg	Interdum et	O
176.jpg	malesuada fames	O
176.jpg	S10.00	O
176.jpg	$20.00	O
176.jpg	Vivamus volutpat faucibus	O
176.jpg	S90.00	O
176.jpg	s90.00	O
176.jpg	Terms	O
176.jpg	Conditions	O
176.jpg	Sub Total:	O
176.jpg	5220.00	O
176.jpg	Lorem ipsuM	O
176.jpg	oolor	O
176.jpg	amet	O
176.jpg	consectetur	O
176.jpg	dipiscing	O
176.jpg	elie.	O
176.jpg	nrctium	O
176.jpg	Tax:	O
176.jpg	0.00%	O
176.jpg	Total:	O
176.jpg	$220.00	AMOUNT
176.jpg	Payment Info:	O
176.jpg	Account	O
176.jpg	1234 5678 9012	O
176.jpg	AIc Name:	O
176.jpg	Lorem Ipsum	O
176.jpg	Bank Details:	O
176.jpg	Add your bank details	O
176.jpg	Authorised	O
176.jpg	Phone	O
176.jpg	Address	O
176.jpg	Website	O
176.jpg	Thank you for your business	O
176.jpg	0	O
176.jpg	sign	O
176.jpg	"@iz3rF"""	O
184.jpg	INVOICE	O
184.jpg	Brand Name	O
184.jpg	Invoice to:	O
184.jpg	Date	O
184.jpg	Dwyane Clark	O
184.jpg	Lorcm lozum Dclor	O
184.jpg	550	O
184.jpg	Pollentesquc	O
184.jpg	Interdum	O
184.jpg	viamus volutpj	O
184.jpg	530	O
184.jpg	390	O
184.jpg	Thank Yju	O
184.jpg	5220.00	O
184.jpg	Total:	O
186.jpg	Brand Name	O
186.jpg	INVOICE	O
186.jpg	Invoice to:	O
186.jpg	Dwyane Clark	O
186.jpg	Invoice#	O
186.jpg	52148	NUMB
186.jpg	24 Dummy Street Area_	O
186.jpg	Locatlon	O
186.jpg	Lorem Ipsum_	O
186.jpg	Date	O
186.jpg	2020	DATE
186.jpg	570x*59x	O
186.jpg	SL.	O
186.jpg	Item Description	O
186.jpg	Price	O
186.jpg	Qty:	O
186.jpg	Total	O
186.jpg	Lorem Ipsum	O
186.jpg	$50.00	O
186.jpg	$50.00	O
186.jpg	Pellentesque Id neque Iigula	O
186.jpg	520.00	O
186.jpg	560.00	O
186.jpg	Interdum et malesuada fames	O
186.jpg	510.00	O
186.jpg	520.00	O
186.jpg	Vivamus volutpat faucibus	O
186.jpg	S90.00	O
186.jpg	590.00	O
186.jpg	Thank you for your business	O
186.jpg	Sub Total:	O
186.jpg	5220.00	AMOUNT
186.jpg	Tax:	O
186.jpg	0.007	O
186.jpg	Payment Info:	O
186.jpg	Total:	O
186.jpg	$220.00	O
186.jpg	Lccount	O
186.jpg	121< 5678 9012	O
186.jpg	Bink Dctalls:	O
186.jpg	Terms	O
186.jpg	Conditions	O
186.jpg	conecctctu	O
186.jpg	Jdipiscing	O
186.jpg	Authorised Sign	O
186.jpg	VectorStock	O
186.jpg	VectorStock com/19833583	O
187.jpg	Brand Name	O
187.jpg	INVOICE	O
187.jpg	Invoice	O
187.jpg	Dwyane Clark	O
187.jpg	Invoicet	O
187.jpg	52146	NUMB
187.jpg	Date	O
187.jpg	Dtem Descriolion	O
187.jpg	Prlce	O
187.jpg	Totai	O
187.jpg	Lctcn	O
187.jpg	Ipsum Dolor	O
187.jpg	ncquc IipuIz	O
187.jpg	9220.0 0	O
187.jpg	Total:	O
187.jpg	5220.00	O
188.jpg	Brand	AMOUNT
188.jpg	Name	O
188.jpg	INVOICE	O
188.jpg	Invoice#	O
188.jpg	52148	NUMB
188.jpg	Date	O
188.jpg	1-2-2020	DATE
188.jpg	Invoice to: Dwyane Clark	O
188.jpg	24 Dummy Street Area	O
188.jpg	Location	O
188.jpg	Lorem	O
188.jpg	Ipsum	O
188.jpg	570xx59x	O
188.jpg	Item Description	O
188.jpg	Price	O
188.jpg	Qty:	O
188.jpg	Total	O
188.jpg	Lorem Ipsum Dolor	O
188.jpg	550.00	O
188.jpg	s50.00	O
188.jpg	Pellentesque id	O
188.jpg	neque	O
188.jpg	Iigula	O
188.jpg	520.00	O
188.jpg	560.00	O
188.jpg	Inte	O
188.jpg	et malesuada fames	O
188.jpg	S10.00	O
188.jpg	520.00	O
188.jpg	VIvamus volutpat fauclbus	O
188.jpg	S90.00	O
188.jpg	590.00	O
188.jpg	Sub Total:	O
188.jpg	5220.00	O
188.jpg	Tax:	O
188.jpg	0.007	O
188.jpg	Payment Info:	O
188.jpg	Total:	O
188.jpg	S220.00	AMOUNT
188.jpg	Terms	O
188.jpg	Conditions	O
188.jpg	dolor	O
188.jpg	Authorised Sign	O
188.jpg	Thank you for your business	O
188.jpg	VectorStock	O
188.jpg	VectorStock com/20920595	O
188.jpg	dum	O
190.jpg	INVOICE	O
190.jpg	Brand Name	O
190.jpg	Invoice#	O
190.jpg	52148	NUMB
190.jpg	Date	O
190.jpg	2020	DATE
190.jpg	Item	O
190.jpg	Description	O
190.jpg	Price	O
190.jpg	Qty.	O
190.jpg	Total	O
190.jpg	Lorem Ipsum	O
190.jpg	Dolor	O
190.jpg	S50.00	O
190.jpg	S50.00	O
190.jpg	Pellentesque id neque ligula	O
190.jpg	520.00	O
190.jpg	S60.00	O
190.jpg	Interdum et malesuada fames	O
190.jpg	S10.00	O
190.jpg	S20.00	O
190.jpg	vivamus volutpat faucibus	O
190.jpg	S90.00	O
190.jpg	S90.00	O
190.jpg	Invoice to:	O
190.jpg	Payment Info:	O
190.jpg	Sub Total:	O
190.jpg	5220.00	O
190.jpg	Dwyane Clark	O
190.jpg	Account	O
190.jpg	Tax:	O
190.jpg	0.007	O
190.jpg	Lorem Ipqum	O
190.jpg	Bank	O
190.jpg	Add Your	O
190.jpg	Total:	O
190.jpg	$220.00	AMOUNT
190.jpg	Terms	O
190.jpg	Conditions	O
190.jpg	Thank you for your business	O
190.jpg	Authorised Sign	O
190.jpg	VectorStock	O
190.jpg	VectorStock.com/22270328	O
193.jpg	Brand Name	O
193.jpg	HER E	O
193.jpg	INVOICE	O
193.jpg	Invoice to:	O
193.jpg	Dwyane Clark	O
193.jpg	Invoice#	O
193.jpg	52148	NUMB
193.jpg	26 Dummy Street Area,	O
193.jpg	Location, Lorem Ipsum,	O
193.jpg	Date	O
193.jpg	1-2-2020	DATE
193.jpg	570xx59x	O
193.jpg	SL.	O
193.jpg	Item Description	O
193.jpg	Price	O
193.jpg	Qty:	O
193.jpg	Total	O
193.jpg	Lorem Ipsum Dolor	O
193.jpg	S50.00	O
193.jpg	S50.00	O
193.jpg	Pellentesque id neque ligula	O
193.jpg	520.00	O
193.jpg	560.00	O
193.jpg	Interdum et malesuada fames	O
193.jpg	S10.00	O
193.jpg	S20.00	O
193.jpg	Vivamus volutpat faucibus	O
193.jpg	890.00	O
193.jpg	S90.00	O
193.jpg	Thank you for	O
193.jpg	business	O
193.jpg	Sub Total:	O
193.jpg	S220.00	AMOUNT
193.jpg	Tax:	O
193.jpg	0.00%	O
193.jpg	Terms & Conditions	O
193.jpg	Lorem ipsum dolor sit amet	O
193.jpg	Total:	O
193.jpg	S220.00	O
193.jpg	elit_	O
193.jpg	Fusce dignissim pretium consectetur.	O
193.jpg	Payment Info:	O
193.jpg	Account #:	O
193.jpg	1234 5678 9012	O
193.jpg	A/C Name:	O
193.jpg	Lorem Ipsum	O
193.jpg	Bank Details:	O
193.jpg	Add your bank details	O
193.jpg	Authorised Sign	O
193.jpg	Phone #	O
193.jpg	Address	O
193.jpg	Website	O
193.jpg	Jdepositphotos	O
193.jpg	Image ID: 182748468	O
193.jpg	WWW.depositphotoscom	O
193.jpg	tos	O
193.jpg	X	O
193.jpg	your	O
194.jpg	Your Company Name	O
194.jpg	your company website	O
194.jpg	LOGo	O
194.jpg	COMPANY	O
194.jpg	123 Your Street Address	O
194.jpg	company emall	O
194.jpg	Your Company Slogan	O
194.jpg	City	O
194.jpg	INVOICE: #100123	NUMB
194.jpg	Invoice	O
194.jpg	DATE ISSUED: 11.12.2017	DATE
194.jpg	DUE DATE: 11.12.2077	O
194.jpg	ISSUED TO	O
194.jpg	AMOUNT	O
194.jpg	Some Company	O
194.jpg	123 Client's Street	O
194.jpg	450	O
194.jpg	Somewhere	O
194.jpg	OO.OOO.OOOO	O
194.jpg	Project Name	O
194.jpg	Description	O
194.jpg	Qty	O
194.jpg	Rate	O
194.jpg	Subtotal 	O
194.jpg	Lorem ipsum dolor sit amet	O
194.jpg	$75	O
194.jpg	$ 150.00	O
194.jpg	Lorem ipsum dolor sit amet	O
194.jpg	$75	O
194.jpg	75.00	O
194.jpg	Lorem ipsum, dolor	O
194.jpg	$75	O
194.jpg	$ 225.00	O
194.jpg	Subtotal	O
194.jpg	$ 450.00	O
194.jpg	Tax 0.00%	O
194.jpg	$0.00	O
194.jpg	TOTAL	AMOUNT
194.jpg	$ 450.00	O
194.jpg	Payment Information	O
194.jpg	Cheque	O
194.jpg	PayPal	O
194.jpg	Other	O
194.jpg	Lorem Ipsum dolor sit	O
194.jpg	Lorem	O
194.jpg	Lorem Ipsum dolor sit	O
194.jpg	Amet consectetur adipiscing	O
194.jpg	Amet cansectetur adipiscing	O
194.jpg	Amet consectetur adipiscing	O
194.jpg	Elit	O
194.jpg	Lorem ipsum dolor	O
194.jpg	Elit	O
194.jpg	Here goes some note text if you dont need this just delete it, Lorem Ipsum dolor slt amet	O
194.jpg	elusmod tempor incididunt ut labore et dolore magna allqua.Lorem ipsum dolor sit anet	O
194.jpg	THANK YQUI	O
194.jpg	0	O
194.jpg	"@Iz3rf"""	O
194.jpg	Your	O
194.jpg	"@iz3rf"""	O
194.jpg	"@iz3rf"""	O
194.jpg	123	O
198.jpg	INVOICE	O
198.jpg	Invoice#	O
198.jpg	52148	O
198.jpg	Total:	O
198.jpg	6220.00	AMOUNT
198.jpg	Date	O
198.jpg	1-feb	DATE
198.jpg	2020	DATE
198.jpg	Invoice to: Dwyane Clark	O
198.jpg	24 Dummy Street Area, Location, Lorem Ipsum, S70xx59x	O
198.jpg	SL_	O
198.jpg	Item Description	O
198.jpg	Price	O
198.jpg	Qty_	O
198.jpg	Total	O
198.jpg	Lorem Ipsum Dolor	O
198.jpg	s50.00	O
198.jpg	$50.00	O
198.jpg	Pellentesque id	O
198.jpg	neque ligula	O
198.jpg	$20.00	O
198.jpg	$60.00	O
198.jpg	Interdum et malesuada fames	O
198.jpg	$10.00	O
198.jpg	$20.00	O
198.jpg	Vivamus volutpat faucibus	O
198.jpg	s90.00	O
198.jpg	s90.00	O
198.jpg	Payment Info:	O
198.jpg	Sub Total:	O
198.jpg	S220.00	O
198.jpg	Account #:	O
198.jpg	1234 5678 9012	O
198.jpg	Tax:	O
198.jpg	0.00%	O
198.jpg	Alc Name:	O
198.jpg	Lorem Ipsum	O
198.jpg	Bank Details:	O
198.jpg	Add your details	O
198.jpg	Total:	O
198.jpg	S220.00	AMOUNT
198.jpg	Terms & Conditions	O
198.jpg	Lorem ipsum dolor sit amet, consectetur adipiscing elit	O
200.jpg	CREATIVE MEDIA	O
200.jpg	INVOICE	O
200.jpg	Unknown Area	O
200.jpg	Larem	O
200.jpg	Ipsum Dolor,	O
200.jpg	8,45E+147	O
200.jpg	Bill to: Dwyane Clark	O
200.jpg	Invoice#	O
200.jpg	52148	NUMB
200.jpg	24 Dummy Street Area	O
200.jpg	Lorem Ipsum	O
200.jpg	Date	O
200.jpg	1-feb	DATE
200.jpg	2020	O
200.jpg	570xx59x	O
200.jpg	product descRIPTION	O
200.jpg	price	O
200.jpg	TOTAL	O
200.jpg	Lorem Ipsum Dolor	O
200.jpg	s50,00	O
200.jpg	5250	O
200.jpg	Pellentesque id neque ligula	O
200.jpg	Si0.00	O
200.jpg	siO.00	O
200.jpg	Interdum	O
200.jpg	malesuada fames	O
200.jpg	S25.00	O
200.jpg	S75.00	O
200.jpg	Vivamus volutpat faucibus	O
200.jpg	s40.00	O
200.jpg	S80.00	O
200.jpg	Subtotal	O
200.jpg	5415.00	O
200.jpg	days ahter	O
200.jpg	Tax Rate	O
200.jpg	Lerem Ipsum dolon	O
200.jpg	TOTAL	O
200.jpg	5415.00	AMOUNT
200.jpg	VectorStock	O
200.jpg	VectorStock.com/16969047	O
201.jpg	Your Company Name	O
201.jpg	your company website	O
201.jpg	123 Your Street Address	O
201.jpg	LOGO	O
201.jpg	your company email	O
201.jpg	City	O
201.jpg	1.234.567.890	O
201.jpg	INVOICE: #100123	NUMB
201.jpg	Invoice	O
201.jpg	DATE ISSUED: 11.12.2017	DATE
201.jpg	DUE DATE: 11,12.2077	O
201.jpg	ISSUED TO	O
201.jpg	AMOUNT	O
201.jpg	Some Company	O
201.jpg	123 Client's Street	O
201.jpg	450.00	O
201.jpg	Somewhere	O
201.jpg	Project Name	O
201.jpg	Dercription	O
201.jpg	Rate	O
201.jpg	Subtotal	O
201.jpg	Lorem ipsum dolor sit amet	O
201.jpg	575	O
201.jpg	$ 150.00	O
201.jpg	Lorem ipsum dolor sit amet	O
201.jpg	575	O
201.jpg	$ 75,00	O
201.jpg	Subtotal	O
201.jpg	$ 450.00	O
201.jpg	Tax 0.00%	O
201.jpg	$ 0.00	O
201.jpg	TOTAL	O
201.jpg	$ 450.00	AMOUNT
201.jpg	Payment Information	O
201.jpg	Cheque	O
201.jpg	PayPal	O
201.jpg	Other	O
201.jpg	Lorem ipsum dolor sit	O
201.jpg	IpsuM	O
201.jpg	dolor sit amet	O
201.jpg	Lorem ipsum dolor sit	O
201.jpg	Amet consectetur adipiscing	O
201.jpg	Amet consectetur adipiscing	O
201.jpg	Amet consectetur adipiscing	O
201.jpg	Elit	O
201.jpg	Lorem ipsum dolor	O
201.jpg	Elit	O
201.jpg	Here goes sore note text ifyou don't need this just delete it. Lorem ipsum dolor sit amet	O
201.jpg	psumip	O
201.jpg	elusmod tempor incididunt ut labore et dolore magna aliqua. Lorem ipsum dolor sit amet	O
201.jpg	THANK YOU FOR YOUR BUSINESSI	O
201.jpg	"Brf"""	O
201.jpg	"@Iz3rf"""	O
201.jpg	"@iz3rf"""	O
201.jpg	"@iz3rf"""	O
201.jpg	Lorem	O
201.jpg	123	O
202.jpg	Brand Name	O
202.jpg	INVOICE	O
202.jpg	Invoice#	O
202.jpg	52148	NUMB
202.jpg	Date	O
202.jpg	2020	DATE
202.jpg	Invoice to: Dwyane Clark	O
202.jpg	Payment Info:	O
202.jpg	24 Dummy Street Aroz.	O
202.jpg	1234 5676 9012	O
202.jpg	Locatlon	O
202.jpg	Lorem ipium	O
202.jpg	Itom	O
202.jpg	Dcscription	O
202.jpg	Pricc	O
202.jpg	Qtya	O
202.jpg	Total	O
202.jpg	S50.00	O
202.jpg	Pellentesque	O
202.jpg	neque	O
202.jpg	S60.00	O
202.jpg	520-DC	O
202.jpg	Vvamus	O
202.jpg	S90.00	O
202.jpg	590.00	O
202.jpg	Thank You	O
202.jpg	Your	O
202.jpg	Sub Total	O
202.jpg	5220	O
202.jpg	Tefms	O
202.jpg	Condltlons	O
202.jpg	Total:	O
202.jpg	5220.00	AMOUNT
202.jpg	Authorised Sign	O
202.jpg	Mgula	O
207.jpg	CREATIVE MEDIA	O
207.jpg	Y0U R	O
207.jpg	INVOICE	O
207.jpg	Unknown Area_	O
207.jpg	Lorem	O
207.jpg	Ipsum Dolor,	O
207.jpg	845xx145	O
207.jpg	Bill to:	O
207.jpg	Dwyane Clark	O
207.jpg	QTY	O
207.jpg	PRODUCT DESCRIPTION	O
207.jpg	PRICE	O
207.jpg	TOTAL	O
207.jpg	24 Dummy Street Area	O
207.jpg	Location	O
207.jpg	Lorem Ipsum	O
207.jpg	570xx59x	O
207.jpg	Lorem Ipsum Dolor	O
207.jpg	550.00	O
207.jpg	5250.00	O
207.jpg	Invoice #	O
207.jpg	52148	NUMB
207.jpg	Date	O
207.jpg	1-feb	DATE
207.jpg	2020	DATE
207.jpg	Pellentesque id neque ligula	O
207.jpg	siO.00	O
207.jpg	siO.00	O
207.jpg	Interdum et malesuada fames	O
207.jpg	525.00	O
207.jpg	S75.00	O
207.jpg	Vivamus volutpat faucibus	O
